Anno;Causa di morte;Classe eta;Numero decessi
2008;Cardiopatia ischemica;da 50 a 59 anni;4
2008;Cardiopatia ischemica;da 60 a 69 anni;7
2008;Cardiopatia ischemica;da 70 a 74 anni;6
2008;Cardiopatia ischemica;da 75 a 79 anni;21
2008;Cardiopatia ischemica;da 80 a 84 anni;41
2008;Cirrosi epatica;85 anni e oltre;10
2008;Cirrosi epatica;da 0 a 19 anni;0
2008;Cirrosi epatica;da 20 a 34 anni;0
2008;Cirrosi epatica;da 35 a 49 anni;0
2008;Cirrosi epatica;da 50 a 59 anni;1
2008;Cirrosi epatica;da 60 a 69 anni;2
2008;Cirrosi epatica;da 70 a 74 anni;2
2008;Cirrosi epatica;da 75 a 79 anni;8
2008;Cirrosi epatica;da 80 a 84 anni;4
2008;Compl. della gravidanza, parto e puerperio;85 anni e oltre;0
2008;Compl. della gravidanza, parto e puerperio;da 0 a 19 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 20 a 34 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 35 a 49 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 50 a 59 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 60 a 69 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 70 a 74 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 75 a 79 anni;0
2008;Compl. della gravidanza, parto e puerperio;da 80 a 84 anni;0
2008;Condizioni morbose di origine perinatale;85 anni e oltre;0
2008;Condizioni morbose di origine perinatale;da 0 a 19 anni;1
2008;Condizioni morbose di origine perinatale;da 20 a 34 anni;0
2008;Condizioni morbose di origine perinatale;da 35 a 49 anni;0
2008;Condizioni morbose di origine perinatale;da 50 a 59 anni;0
2008;Condizioni morbose di origine perinatale;da 60 a 69 anni;0
2008;Condizioni morbose di origine perinatale;da 70 a 74 anni;0
2008;Condizioni morbose di origine perinatale;da 75 a 79 anni;0
2008;Condizioni morbose di origine perinatale;da 80 a 84 anni;0
2008;diabete;85 anni e oltre;41
2008;diabete;da 0 a 19 anni;1
2008;diabete;da 20 a 34 anni;0
2008;diabete;da 35 a 49 anni;0
2008;diabete;da 50 a 59 anni;1
2008;diabete;da 60 a 69 anni;3
2008;diabete;da 70 a 74 anni;6
2008;diabete;da 75 a 79 anni;9
2008;diabete;da 80 a 84 anni;11
2008;Disturbi psichici;85 anni e oltre;101
2008;Disturbi psichici;da 0 a 19 anni;0
2008;Disturbi psichici;da 20 a 34 anni;0
2008;Disturbi psichici;da 35 a 49 anni;0
2008;Disturbi psichici;da 50 a 59 anni;0
2008;Disturbi psichici;da 60 a 69 anni;2
2008;Disturbi psichici;da 70 a 74 anni;1
2008;Disturbi psichici;da 75 a 79 anni;3
2008;Disturbi psichici;da 80 a 84 anni;15
2008;Incidenti stradali;85 anni e oltre;0
2008;Incidenti stradali;da 0 a 19 anni;0
2008;Incidenti stradali;da 20 a 34 anni;0
2008;Incidenti stradali;da 35 a 49 anni;0
2008;Incidenti stradali;da 50 a 59 anni;0
2008;Incidenti stradali;da 60 a 69 anni;1
2008;Incidenti stradali;da 70 a 74 anni;0
2008;Incidenti stradali;da 75 a 79 anni;2
2008;Incidenti stradali;da 80 a 84 anni;1
2008;Infarto del miocardio;85 anni e oltre;59
2008;Infarto del miocardio;da 0 a 19 anni;0
2008;Infarto del miocardio;da 20 a 34 anni;0
2008;Infarto del miocardio;da 35 a 49 anni;0
2008;Infarto del miocardio;da 50 a 59 anni;3
2008;Infarto del miocardio;da 60 a 69 anni;5
2008;Infarto del miocardio;da 70 a 74 anni;4
2008;Infarto del miocardio;da 75 a 79 anni;12
2008;Infarto del miocardio;da 80 a 84 anni;20
2008;Leucemie;85 anni e oltre;4
2008;Leucemie;da 0 a 19 anni;0
2008;Leucemie;da 20 a 34 anni;0
2008;Leucemie;da 35 a 49 anni;1
2008;Leucemie;da 50 a 59 anni;0
2008;Leucemie;da 60 a 69 anni;4
2008;Leucemie;da 70 a 74 anni;2
2008;Leucemie;da 75 a 79 anni;3
2008;Leucemie;da 80 a 84 anni;3
2008;Malattie cerebrovascolari;85 anni e oltre;193
2008;Malattie cerebrovascolari;da 0 a 19 anni;0
2008;Malattie cerebrovascolari;da 20 a 34 anni;0
2008;Malattie cerebrovascolari;da 35 a 49 anni;2
2008;Malattie cerebrovascolari;da 50 a 59 anni;4
2008;Malattie cerebrovascolari;da 60 a 69 anni;14
2008;Malattie cerebrovascolari;da 70 a 74 anni;7
2008;Malattie cerebrovascolari;da 75 a 79 anni;25
2008;Malattie cerebrovascolari;da 80 a 84 anni;48
2008;Malattie del sangue e degli organi ematopeici;85 anni e oltre;9
2008;Malattie del sangue e degli organi ematopeici;da 0 a 19 anni;0
2008;Malattie del sangue e degli organi ematopeici;da 20 a 34 anni;0
2008;Malattie del sangue e degli organi ematopeici;da 35 a 49 anni;0
2008;Malattie del sangue e degli organi ematopeici;da 50 a 59 anni;0
2008;Malattie del sangue e degli organi ematopeici;da 60 a 69 anni;3
2008;Malattie del sangue e degli organi ematopeici;da 70 a 74 anni;1
2008;Malattie del sangue e degli organi ematopeici;da 75 a 79 anni;1
2008;Malattie del sangue e degli organi ematopeici;da 80 a 84 anni;1
2008;Malattie del sistema nervoso;85 anni e oltre;65
2008;Malattie del sistema nervoso;da 0 a 19 anni;1
2008;Malattie del sistema nervoso;da 20 a 34 anni;0
2008;Malattie del sistema nervoso;da 35 a 49 anni;1
2008;Malattie del sistema nervoso;da 50 a 59 anni;1
2008;Malattie del sistema nervoso;da 60 a 69 anni;9
2008;Malattie del sistema nervoso;da 70 a 74 anni;7
2008;Malattie del sistema nervoso;da 75 a 79 anni;7
2008;Malattie del sistema nervoso;da 80 a 84 anni;26
2008;Malattie del sistema osteomuscolare e del connettivo;85 anni e oltre;17
2008;Malattie del sistema osteomuscolare e del connettivo;da 0 a 19 anni;0
2008;Malattie del sistema osteomuscolare e del connettivo;da 20 a 34 anni;0
2008;Malattie del sistema osteomuscolare e del connettivo;da 35 a 49 anni;0
2008;Malattie del sistema osteomuscolare e del connettivo;da 50 a 59 anni;0
2008;Malattie del sistema osteomuscolare e del connettivo;da 60 a 69 anni;0
2008;Malattie del sistema osteomuscolare e del connettivo;da 70 a 74 anni;2
2008;Malattie del sistema osteomuscolare e del connettivo;da 75 a 79 anni;3
2008;Malattie del sistema osteomuscolare e del connettivo;da 80 a 84 anni;2
2008;Malattie della pelle e del sottocutaneo;85 anni e oltre;6
2008;Malattie della pelle e del sottocutaneo;da 0 a 19 anni;0
2008;Malattie della pelle e del sottocutaneo;da 20 a 34 anni;0
2008;Malattie della pelle e del sottocutaneo;da 35 a 49 anni;1
2008;Malattie della pelle e del sottocutaneo;da 50 a 59 anni;0
2008;Malattie della pelle e del sottocutaneo;da 60 a 69 anni;0
2008;Malattie della pelle e del sottocutaneo;da 70 a 74 anni;0
2008;Malattie della pelle e del sottocutaneo;da 75 a 79 anni;1
2008;Malattie della pelle e del sottocutaneo;da 80 a 84 anni;0
2008;Malattie dell'apparato genitourinario;85 anni e oltre;24
2008;Malattie dell'apparato genitourinario;da 0 a 19 anni;0
2008;Malattie dell'apparato genitourinario;da 20 a 34 anni;0
2008;Malattie dell'apparato genitourinario;da 35 a 49 anni;1
2008;Malattie dell'apparato genitourinario;da 50 a 59 anni;0
2008;Malattie dell'apparato genitourinario;da 60 a 69 anni;2
2008;Malattie dell'apparato genitourinario;da 70 a 74 anni;0
2008;Malattie dell'apparato genitourinario;da 75 a 79 anni;2
2008;Malattie dell'apparato genitourinario;da 80 a 84 anni;14
2008;Malattie infettive e parassitarie;85 anni e oltre;13
2008;Malattie infettive e parassitarie;da 0 a 19 anni;0
2008;Malattie infettive e parassitarie;da 20 a 34 anni;0
2008;Malattie infettive e parassitarie;da 35 a 49 anni;0
2008;Malattie infettive e parassitarie;da 50 a 59 anni;0
2008;Malattie infettive e parassitarie;da 60 a 69 anni;1
2008;Malattie infettive e parassitarie;da 70 a 74 anni;2
2008;Malattie infettive e parassitarie;da 75 a 79 anni;1
2008;Malattie infettive e parassitarie;da 80 a 84 anni;4
2008;Malformazioni congenite;85 anni e oltre;1
2008;Malformazioni congenite;da 0 a 19 anni;1
2008;Malformazioni congenite;da 20 a 34 anni;0
2008;Malformazioni congenite;da 35 a 49 anni;0
2008;Malformazioni congenite;da 50 a 59 anni;0
2008;Malformazioni congenite;da 60 a 69 anni;0
2008;Malformazioni congenite;da 70 a 74 anni;0
2008;Malformazioni congenite;da 75 a 79 anni;1
2008;Malformazioni congenite;da 80 a 84 anni;0
2008;Non recuperata;85 anni e oltre;0
2008;Non recuperata;da 0 a 19 anni;0
2008;Non recuperata;da 20 a 34 anni;0
2008;Non recuperata;da 35 a 49 anni;0
2008;Non recuperata;da 50 a 59 anni;0
2008;Non recuperata;da 60 a 69 anni;0
2008;Non recuperata;da 70 a 74 anni;0
2008;Non recuperata;da 75 a 79 anni;0
2008;Non recuperata;da 80 a 84 anni;0
2008;Overdose;85 anni e oltre;0
2008;Overdose;da 0 a 19 anni;0
2008;Overdose;da 20 a 34 anni;0
2008;Overdose;da 35 a 49 anni;1
2008;Overdose;da 50 a 59 anni;0
2008;Overdose;da 60 a 69 anni;0
2008;Overdose;da 70 a 74 anni;0
2008;Overdose;da 75 a 79 anni;0
2008;Overdose;da 80 a 84 anni;0
2008;Sintomi, segni e stati morbosi mal definiti;85 anni e oltre;18
2008;Sintomi, segni e stati morbosi mal definiti;da 0 a 19 anni;1
2008;Sintomi, segni e stati morbosi mal definiti;da 20 a 34 anni;0
2008;Sintomi, segni e stati morbosi mal definiti;da 35 a 49 anni;0
2008;Sintomi, segni e stati morbosi mal definiti;da 50 a 59 anni;0
2008;Sintomi, segni e stati morbosi mal definiti;da 60 a 69 anni;2
2008;Sintomi, segni e stati morbosi mal definiti;da 70 a 74 anni;3
2008;Sintomi, segni e stati morbosi mal definiti;da 75 a 79 anni;5
2008;Sintomi, segni e stati morbosi mal definiti;da 80 a 84 anni;3
2008;Suicidi;85 anni e oltre;0
2008;Suicidi;da 0 a 19 anni;0
2008;Suicidi;da 20 a 34 anni;0
2008;Suicidi;da 35 a 49 anni;1
2008;Suicidi;da 50 a 59 anni;0
2008;Suicidi;da 60 a 69 anni;1
2008;Suicidi;da 70 a 74 anni;1
2008;Suicidi;da 75 a 79 anni;1
2008;Suicidi;da 80 a 84 anni;0
2008;Traumatismi ed avvelenamenti;85 anni e oltre;43
2008;Traumatismi ed avvelenamenti;da 0 a 19 anni;1
2008;Traumatismi ed avvelenamenti;da 20 a 34 anni;0
2008;Traumatismi ed avvelenamenti;da 35 a 49 anni;1
2008;Traumatismi ed avvelenamenti;da 50 a 59 anni;1
2008;Traumatismi ed avvelenamenti;da 60 a 69 anni;1
2008;Traumatismi ed avvelenamenti;da 70 a 74 anni;1
2008;Traumatismi ed avvelenamenti;da 75 a 79 anni;7
2008;Traumatismi ed avvelenamenti;da 80 a 84 anni;5
2008;Tumo
2008;Tumori intestino;85 anni e oltre;26
2008;Tumori intestino;da 0 a 19 anni;0
2008;Tumori intestino;da 20 a 34 anni;0
2008;Tumori intestino;da 35 a 49 anni;0
2008;Tumori intestino;da 50 a 59 anni;5
2008;Tumori intestino;da 60 a 69 anni;19
2008;Tumori intestino;da 70 a 74 anni;8
2008;Tumori intestino;da 75 a 79 anni;11
2008;Tumori intestino;da 80 a 84 anni;27
2008;Tumori mammella;85 anni e oltre;30
2008;Tumori mammella;da 0 a 19 anni;0
2008;Tumori mammella;da 20 a 34 anni;0
2008;Tumori mammella;da 35 a 49 anni;6
2008;Tumori mammella;da 50 a 59 anni;9
2008;Tumori mammella;da 60 a 69 anni;27
2008;Tumori mammella;da 70 a 74 anni;9
2008;Tumori mammella;da 75 a 79 anni;8
2008;Tumori mammella;da 80 a 84 anni;19
2008;Tumori ovaio;85 anni e oltre;6
2008;Tumori ovaio;da 0 a 19 anni;0
2008;Tumori ovaio;da 20 a 34 anni;0
2008;Tumori ovaio;da 35 a 49 anni;1
2008;Tumori ovaio;da 50 a 59 anni;6
2008;Tumori ovaio;da 60 a 69 anni;8
2008;Tumori ovaio;da 70 a 74 anni;3
2008;Tumori ovaio;da 75 a 79 anni;7
2008;Tumori ovaio;da 80 a 84 anni;3
2008;Tumori polmone;85 anni e oltre;17
2008;Tumori polmone;da 0 a 19 anni;0
2008;Tumori polmone;da 20 a 34 anni;0
2008;Tumori polmone;da 35 a 49 anni;1
2008;Tumori polmone;da 50 a 59 anni;9
2008;Tumori polmone;da 60 a 69 anni;15
2008;Tumori polmone;da 70 a 74 anni;15
2008;Tumori polmone;da 75 a 79 anni;16
2008;Tumori polmone;da 80 a 84 anni;17
2008;Tumori stomaco;85 anni e oltre;19
2008;Tumori stomaco;da 0 a 19 anni;0
2008;Tumori stomaco;da 20 a 34 anni;0
2008;Tumori stomaco;da 35 a 49 anni;0
2008;Tumori stomaco;da 50 a 59 anni;2
2008;Tumori stomaco;da 60 a 69 anni;4
2008;Tumori stomaco;da 70 a 74 anni;6
2008;Tumori stomaco;da 75 a 79 anni;3
2008;Tumori stomaco;da 80 a 84 anni;7
2008;Tumori utero;85 anni e oltre;8
2008;Tumori utero;da 0 a 19 anni;0
2008;Tumori utero;da 20 a 34 anni;0
2008;Tumori utero;da 35 a 49 anni;3
2008;Tumori utero;da 50 a 59 anni;2
2008;Tumori utero;da 60 a 69 anni;7
2008;Tumori utero;da 70 a 74 anni;5
2008;Tumori utero;da 75 a 79 anni;6
2008;Tumori utero;da 80 a 84 anni;4
2008;Tumori vescica;85 anni e oltre;5
2008;Tumori vescica;da 0 a 19 anni;0
2008;Tumori vescica;da 20 a 34 anni;0
2008;Tumori vescica;da 35 a 49 anni;0
2008;Tumori vescica;da 50 a 59 anni;0
2008;Tumori vescica;da 60 a 69 anni;0
2008;Tumori vescica;da 70 a 74 anni;0
2008;Tumori vescica;da 75 a 79 anni;1
2008;Tumori vescica;da 80 a 84 anni;1
ri stomaco;85 anni e oltre;19
